 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 2;13; 2;13;13;13;13; 3;13;13; 2;13;13; 2;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 2;13; 3;13;13;13;13; 2;13;13; 3;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 2;13; 2;13;13;13;13; 3;13;13; 2;13;13; 2;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 2;13; 3;13;13;13;13; 2;13;13; 3;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 3;13; 2;13;13;13;13;13;13;13; 3;13;13; 3;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 3;13;13;13;13;13;13; 2;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 3;13; 2;13;13;13;13;13;13;13; 3;13;13; 3;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 3;13;13;13;13;13;13; 2;13;13;13;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 3;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 3;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 3;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 3;13;13;13;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 7;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 7;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 2;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 2;13;13;10;13;13; 7;13;13;13;13;13;13;13;10;13;13;10;13; 7;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 2;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13; 2;13;13;10;13;13; 7;13;13;13;13;13;13;13;10;13;13;10;13; 7;13;13;13;13;13
9; 9; 9; 9; 6; 6; 6; 6; 6; 9; 9; 9; 9; 6; 6; 6; 6; 6; 6; 8; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 6; 6; 6; 6; 6; 6; 9; 8; 9; 9; 8; 9; 9; 8; 9; 6; 6; 9; 9; 9; 9; 8; 9; 9; 8; 9; 8; 9; 9; 9; 9; 9; 9; 9; 9; 9; 6; 6; 6; 6; 6; 9; 9; 9; 9; 6; 6; 6; 6; 6; 6; 8; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 9; 6; 6; 6; 6; 6; 6; 9; 8; 9; 9; 8; 9; 9; 8; 9; 6; 6; 9; 9; 9; 9; 8; 9; 9; 8; 9; 8; 9; 9; 9; 9; 9






